S000510,92.8,24,538,12.9,19,34,6.0
S000522,87.5,91,427,1.8,35,32,6.2
S000583,96.4,56,508,1.8,29,64,11.3
S000663,65.6,46,190,0.0,37,4,1.7
S000770,95.3,76,531,0.8,19,20,3.3
S000810,92.5,15,516,6.3,43,18,3.4
S000822,92.0,23,153,0.7,27,10,5.7
S000937,86.8,46,237,6.1,21,17,6.0
S001141,88.3,11,316,1.5,19,7,2.1
S001145,95.1,65,1255,1.5,17,32,2.4
S001148,92.5,35,388,1.7,17,33,7.8
S001150,96.7,31,828,0.6,15,56,6.5
S001154,94.0,29,339,2.6,15,39,10.6
S001155,94.8,15,126,8.6,14,10,7.1
S001156,96.0,28,584,4.6,13,44,7.2
S001157,92.9,3,551,2.7,13,28,5.1
S001162,95.0,26,470,10.5,11,29,5.8
S001164,93.8,11,192,4.3,11,12,5.9
S001165,95.3,29,648,5.2,10,33,4.9
S001168,96.6,25,378,1.6,9,19,4.7
S001170,94.2,17,543,3.6,9,23,4.1
S001171,64.8,13,144,14.6,9,15,9.6
S001172,96.2,22,262,0.8,9,18,6.3
S001174,94.4,7,219,3.5,9,9,4.0
S001175,94.5,56,775,10.3,8,40,4.8
S001176,96.0,25,348,1.3,8,24,6.4
S001177,N/A,50,373,N/A,7,15,3.5
S001179,92.4,55,668,5.7,7,43,5.9
S001180,82.2,36,457,2.9,7,21,4.3
S001181,94.3,119,581,0.6,7,17,2.4
S001182,92.1,9,174,2.1,5,15,8.2
S001183,92.8,42,521,1.4,5,29,5.2
S001184,92.5,51,390,0.8,5,19,4.3
S001185,91.9,9,394,3.7,5,20,5.0
S001186,94.7,16,386,0.7,5,31,7.7
S001187,92.7,59,870,8.1,5,45,4.8
S001188,93.1,25,368,2.8,6,16,4.1
S001189,95.7,20,567,1.6,5,34,5.8
S001190,89.7,5,182,2.0,3,13,7.0
S001191,79.0,21,485,3.1,3,26,5.1
S001192,95.7,20,337,3.4,3,12,3.4
S001193,95.1,13,627,0.6,3,28,4.4
S001194,97.6,43,434,3.6,4,8,1.7
S001195,97.3,7,257,1.1,3,18,6.8
S001196,88.3,4,134,0.3,1,8,5.8
S001197,89.1,4,26,0.6,1,0,0.0
S001198,92.1,11,90,3.0,1,1,1.0
T000193,93.6,43,482,4.6,23,32,6.1
T000238,96.4,27,289,0.4,21,30,9.5
T000250,92.6,93,458,1.2,19,15,2.7
T000266,94.1,28,541,3.0,19,16,2.8
T000326,94.2,16,414,11.9,33,23,5.3
T000459,93.3,27,409,0.8,17,32,7.3
T000460,94.5,34,719,1.7,17,45,6.0
T000461,89.1,81,340,1.1,17,13,3.1
T000462,93.0,38,588,2.5,15,41,6.5
T000463,91.4,48,398,1.1,13,34,7.6
T000464,89.5,159,566,0.2,9,20,2.8
T000465,96.0,27,739,4.7,9,28,3.7
T000467,91.8,31,556,0.8,7,39,6.6
T000468,95.3,45,471,2.8,7,19,3.7
T000469,95.9,40,934,0.2,7,49,5.0
T000470,94.0,33,479,1.3,5,30,5.9
T000471,93.3,5,115,2.9,5,14,11.7
T000472,96.0,28,826,0.1,3,29,3.4
T000473,96.9,4,192,18.8,1,3,1.5
T000474,96.7,4,132,0.4,1,3,2.2
T000475,94.7,2,100,0.4,1,2,2.0
T000476,94.3,6,86,0.0,1,1,1.1
U000031,92.6,17,244,0.6,29,32,12.3
U000038,93.9,66,243,1.7,17,11,3.6
U000039,96.0,103,443,0.9,17,12,2.2
V000081,94.8,39,358,4.7,23,36,9.1
V000108,92.1,7,211,2.8,31,14,6.4
V000127,87.3,254,503,7.7,17,12,1.6
V000128,96.4,38,782,1.2,13,30,3.7
V000129,92.5,11,335,0.5,3,23,6.6
V000130,95.4,12,564,1.5,3,27,4.7
V000131,95.2,10,447,0.8,3,26,5.7
V000132,88.1,4,255,2.0,3,19,7.3
W000187,94.1,59,492,7.1,25,34,6.2
W000207,94.0,78,154,3.7,23,13,5.6
W000215,95.5,11,419,4.5,41,41,9.5
W000413,92.8,41,352,3.3,21,25,6.4
W000437,89.6,37,545,1.4,21,16,2.7
W000672,89.7,25,311,1.1,35,35,10.4
W000738,92.5,14,436,3.2,23,15,3.3
W000779,93.2,193,508,1.2,35,17,2.4
W000791,93.3,25,373,0.8,17,28,7.0
W000795,95.8,42,690,2.4,15,37,5.1
W000796,93.5,15,868,5.2,11,38,4.3
W000797,95.1,15,480,8.4,11,32,6.5
W000798,95.9,42,618,1.2,9,37,5.6
W000799,89.7,32,603,1.6,9,39,6.1
W000800,93.7,65,996,1.9,9,42,4.0
W000802,95.4,90,724,0.4,9,19,2.3
W000803,88.2,19,72,4.9,9,2,2.2
W000804,95.2,29,707,1.1,9,36,4.9
W000805,90.2,56,336,3.3,7,13,3.3
W000806,94.6,8,300,3.2,5,35,11.4
W000807,92.6,8,251,0.3,5,16,6.2
W000808,96.8,37,941,6.1,5,38,3.9
W000809,94.6,22,448,0.0,5,29,6.2
W000810,93.0,12,198,1.3,5,18,8.6
W000811,87.8,13,211,3.0,5,12,5.4
W000812,96.6,19,311,5.4,3,21,6.4
W000813,96.4,13,315,1.5,3,24,7.3
W000814,93.4,12,409,0.5,3,24,5.7
W000815,96.0,8,245,0.8,3,20,7.9
W000816,96.8,18,253,6.2,3,25,9.2
W000817,94.9,24,411,1.0,3,11,2.5
W000818,98.9,24,114,0.0,2,1,0.7
W000819,95.5,7,76,2.1,1,2,2.4
W000820,95.4,6,107,0.7,1,3,2.7
W000821,97.6,7,160,0.4,1,2,1.2
W000822,97.1,6,218,1.1,1,2,0.9
Y000031,90.6,11,222,17.6,45,17,7.3
Y000033,89.8,155,742,9.7,43,42,4.7
Y000062,95.9,19,530,4.6,9,23,4.2
Y000063,95.1,14,484,0.9,5,32,6.4
Y000064,95.2,38,444,1.6,5,30,6.2
Y000065,91.2,21,428,1.1,3,19,4.2
Y000066,93.5,3,158,0.0,1,3,1.9
Z000017,91.0,12,110,0.4,1,5,4.1
Z000018,93.8,12,209,1.7,1,2,0.9
