C001082,45.5063381776,45.4894740333,97.4803775439,53.7870440431,45.67,
C001083,53.1082090149,47.766003434,95.5906607018,49.4414909077,52.87,
C001084,51.4189043844,60.1562945987,97.1654247369,46.9790107977,68.33,
C001085,48.0402951234,45.2842131857,99.055141579,48.5723802806,45.56,
C001086,45.6471135635,43.4555256343,98.5827123684,59.8708184327,48.94,
C001087,49.588824368,49.8932522183,93.8584202632,50.8900086195,50.46,
C001088,53.6713105584,53.3640265506,97.1654247369,47.1238625688,61.53,
C001089,44.3801350906,40.8524448851,100.0,42.1989023487,32.37,
C001090,63.8071383414,68.7306000055,98.1102831579,45.675344857,100.00,
C001091,47.9699074304,45.1909128004,93.0710382457,57.698041865,47.74,
C001092,48.6033966669,52.7202538922,97.3229011404,52.7730816449,58.72,
C001093,50.2927012974,48.0459045899,95.2757078948,47.7032696536,47.72,
C001094,49.4480489821,50.45305453,98.7401887719,52.3385263313,57.55,
C001095,47.9699074304,51.6006492689,98.7401887719,47.1238625688,51.73,
C001096,46.7029289575,56.890781114,93.3859910527,50.6003050772,55.97,
C001097,51.3485166914,56.8627909984,91.3387978071,49.5863426789,59.90,
C001098,55.5717782677,45.7507151121,73.5439642107,45.2407895435,32.91,
C001101,46.9140920364,54.0637794402,95.7481371053,44.5165306876,48.65,
C001102,49.4480489821,47.2621813535,88.9766517545,51.1797121619,43.76,
C001103,47.7587443516,51.0688370728,99.370094386,43.6474200605,48.30,
C001105,45.6471135635,49.2214894443,97.6378539474,50.6003050772,47.76,
C001106,45.6471135635,52.3004021584,98.4252359649,47.7032696536,49.65,
C001107,48.6033966669,50.45305453,96.6929955263,47.7032696536,49.59,
D000096,48.1810705092,52.3750424667,89.449080965,47.7032696536,45.84,
D000191,53.8120859443,57.2826427322,93.3859910527,47.26871434,64.04,
D000197,49.1664982104,50.7702758399,95.2757078948,46.9790107977,48.98,
D000216,57.0499198194,54.5582714821,95.7481371053,47.1238625688,67.08,
D000327,44.9432366341,42.2239605486,91.9687034211,55.8149688397,38.74,
D000355,45.3655627917,45.8440154973,89.6065573685,54.0767475855,40.22,
D000399,49.7295997539,49.7253115248,96.6929955263,52.7730816449,55.22,
D000482,46.210215107,50.0238727577,93.0710382457,51.0348603907,46.20,
D000492,45.3655627917,41.6081780058,98.1102831579,73.776588466,58.99,
D000533,47.6179689657,53.4013467047,98.5827123684,49.4414909077,56.15,
D000563,61.977058325,52.4683428519,99.2126179825,46.2547519418,74.06,
D000595,48.7441720527,42.2612807027,94.1733730702,44.80623423,36.45,
D000598,51.9820059279,52.4683428519,98.1102831579,50.0208979924,61.50,
D000600,45.3655627917,47.6913631258,91.9687034211,57.8428936362,46.90,
D000604,49.7295997539,48.2325053604,99.685047193,52.7730816449,55.99,
D000607,48.3218458951,45.5454542645,94.1733730702,53.3524887296,46.10,
D000610,51.1373536126,54.4463110198,91.6537506141,50.7451568483,57.39,
D000612,49.7295997539,47.4487821241,97.7953303509,58.1325971785,58.33,
D000613,50.5742520691,47.430122047,97.3229011404,50.455453306,51.29,
D000614,51.1373536126,47.6353828946,95.5906607018,50.1657497636,50.40,
D000615,48.0402951234,54.9314730232,97.9528067544,47.1238625688,56.13,
D000616,46.3509904928,49.6879913707,91.4962742106,50.7451568483,44.57,
D000617,48.8145597457,56.0510776465,99.370094386,46.9790107977,60.32,
D000618,53.0378213219,49.0535487508,98.8976651754,51.6142674754,60.32,
D000619,49.8703751397,55.687206144,96.2205663158,49.1517873654,60.38,
D000620,48.1810705092,52.5803033143,97.0079483334,46.8341590265,51.49,
D000621,48.1810705092,48.0459045899,98.4252359649,52.4833781025,51.76,
D000622,47.9699074304,51.5726591533,88.3467461404,49.7311944501,45.40,
D000623,46.9140920364,55.8271567219,97.9528067544,44.80623423,53.41,
D000624,46.0694397211,47.9899243587,94.6458022807,44.3716789164,39.92,
D000625,45.6471135635,44.5751302576,93.2285146492,50.3106015348,39.00,
E000172,46.0694397211,43.6607864819,93.8584202632,55.8149688397,43.05,
E000179,53.6713105584,52.3937025437,89.449080965,52.6282298737,57.80,
E000215,47.336418194,55.7711764907,94.9607550878,50.3106015348,56.53,
E000285,52.5451074714,50.3784142218,96.3780427193,46.2547519418,53.56,
E000288,56.34604289,64.5973929378,89.9215101755,45.9650483994,74.23,
E000290,48.1810705092,53.3267063965,96.3780427193,47.7032696536,52.87,
E000291,51.1373536126,52.505663006,95.5906607018,49.5863426789,57.25,
E000292,45.8582766423,52.6922637766,95.5906607018,49.5863426789,49.61,
E000293,50.2927012974,56.21901834,97.9528067544,48.862083823,63.31,
E000294,48.1810705092,49.2214894443,99.055141579,43.9371236029,46.68,
E000295,47.336418194,45.1349325692,100.0,43.9371236029,41.83,
F000010,46.3509904928,44.5937903346,N/A,50.7451568483,5.25,
F000030,46.210215107,57.1893423469,95.9056135088,48.862083823,56.47,
F000043,49.3072735962,50.6209952235,93.2285146492,48.5723802806,48.63,
F000062,73.8021907386,50.6209952235,94.0158966667,46.6893072553,84.46,
F000116,52.6858828572,51.8712203862,38.2783573392,46.1099001706,10.71,
F000339,48.6033966669,46.0492763449,93.0710382457,48.1378249671,42.24,
F000372,47.4771935799,46.1425767302,94.0158966667,54.2215993567,46.35,
F000444,53.8120859443,47.09424066,94.0158966667,46.3996037129,48.69,
F000445,48.0402951234,51.8525603091,97.4803775439,49.5863426789,53.45,
F000448,48.7441720527,56.554899727,95.5906607018,48.2826767383,58.46,
F000449,50.5742520691,48.4937464392,94.9607550878,50.0208979924,50.06,
F000450,48.3218458951,45.2095728775,99.685047193,49.1517873654,46.70,
F000451,54.3751874878,53.2147459341,97.9528067544,49.4414909077,65.55,
F000454,47.8995197375,46.4971181943,98.5827123684,49.5863426789,47.18,
F000455,50.1519259115,52.8602044701,94.8032786842,47.8481214247,53.72,
F000456,48.6033966669,48.9602483656,98.8976651754,48.2826767383,50.00,
F000457,57.3314705911,56.3123187253,98.8976651754,44.80623423,71.04,
F000458,50.0111505256,49.2214894443,91.1813214036,50.3106015348,47.61,
F000459,46.3509904928,47.2248611994,97.6378539474,51.3245639331,46.85,
F000460,48.7441720527,54.7635323297,98.7401887719,52.3385263313,63.06,
F000461,48.7441720527,51.9645207714,96.2205663158,50.8900086195,54.74,
F000462,46.4917658787,53.336036435,96.5355191228,49.1517873654,51.94,
F000463,53.0378213219,47.3181615847,100.0,48.4275285095,55.54,
G000021,46.6325412646,44.1086283312,86.7719821053,61.8987432292,43.44,
G000289,49.588824368,49.0162285967,98.4252359649,50.8900086195,53.77,
G000359,48.462621281,47.430122047,81.7327371931,46.9790107977,34.25,
G000377,46.0694397211,46.3478375778,93.3859910527,59.7259666615,48.66,
G000386,57.6130213629,49.1841692902,100.0,47.7032696536,64.65,
G000410,51.4189043844,53.0094850865,94.6458022807,52.1936745602,60.15,
G000535,45.5063381776,52.3004021584,73.7014406142,46.8341590265,30.26,
G000544,45.5063381776,43.9033674836,92.7560854386,54.3664511279,40.77,
G000546,54.3751874878,49.5760309084,91.1813214036,53.3524887296,57.07,
G000548,51.841230542,46.6837189648,97.4803775439,51.1797121619,52.98,
G000549,54.7975136454,48.0459045899,97.0079483334,53.0627851872,61.02,
G000550,50.0111505256,47.41146197,87.8743169299,49.1517873654,42.22,
G000551,56.6275936618,74.6924946247,89.2916045615,45.8201966282,89.30,
G000552,47.8995197375,49.6506712166,90.2364629825,52.1936745602,46.42,
G000553,49.588824368,49.6320111395,94.0158966667,51.4694157042,50.81,
G000555,66.4818706731,57.0400617305,98.8976651754,45.0959377723,86.43,
G000556,65.4964429719,48.3631258998,94.4883258772,46.8341590265,68.94,
G000558,49.8703751397,51.1994576122,98.7401887719,49.1517873654,56.09,
G000559,47.4771935799,54.520951328,94.8032786842,50.7451568483,55.12,
G000560,45.7878889493,46.6090786566,97.9528067544,49.2966391365,44.23,
G000562,51.4189043844,48.9415882885,97.3229011404,51.0348603907,55.48,
G000563,45.7878889493,49.799951833,98.8976651754,50.3106015348,49.30,
G000564,50.5742520691,52.7669040848,98.7401887719,54.9458582126,65.46,
G000565,54.5159628736,53.8118683999,87.2444113159,49.4414909077,55.76,
G000566,46.0694397211,47.4861022782,96.2205663158,51.9039710178,46.20,
G000567,49.7295997539,53.4759870129,97.6378539474,52.4833781025,61.62,
G000568,49.7295997539,47.430122047,98.2677595614,50.1657497636,50.66,
G000569,51.2781289985,50.6583153776,93.3859910527,56.3943759244,59.34,
G000570,47.4771935799,45.4708139562,96.5355191228,49.0069355942,43.57,
G000571,48.1810705092,50.5930051079,95.9056135088,49.2966391365,49.88,
G000572,46.0694397211,45.2748831472,97.1654247369,54.0767475855,46.05,
G000573,46.7029289575,46.3385075393,94.3308494737,56.5392276956,47.68,
G000574,46.9140920364,48.101884821,99.055141579,45.3856413147,45.07,
G000575,46.9140920364,45.4708139562,99.8425235965,48.5723802806,45.09,
G000576,46.9140920364,51.9645207714,98.2677595614,44.2268271452,47.96,
G000577,46.9140920364,43.6794465589,99.370094386,47.1238625688,41.63,
H000067,48.0402951234,47.2248611994,93.2285146492,56.5392276956,49.36,
H000206,58.3168982923,47.41146197,95.7481371053,47.8481214247,58.83,
H000324,49.8703751397,65.1012150183,92.4411326316,46.9790107977,68.70,
H000329,50.2927012974,43.4555256343,93.2285146492,51.3245639331,43.73,
H000338,63.8071383414,48.1392049751,93.3859910527,46.2547519418,64.30,
H000528,47.4771935799,43.8847074065,92.4411326316,53.4973405008,42.08,
H000627,46.210215107,48.437766208,64.7252856143,48.5723802806,21.27,
H000636,48.3218458951,53.1401056259,75.4336810528,50.7451568483,38.62,
H000712,44.6616858623,44.6311104888,84.8822652633,52.4833781025,33.31,
H000874,45.2247874058,43.1383043243,93.8584202632,59.291411348,44.12,
H001016,48.0402951234,43.6421264048,88.8191753509,44.5165306876,32.98,
H001032,52.8266582431,56.4802594188,90.078986579,47.4135661112,58.08,
H001034,57.1906952053,67.2098037255,91.8112270176,46.5444554841,82.03,
H001036,45.08401202,48.083224744,99.370094386,51.1797121619,47.58,
H001038,49.4480489821,53.2334060112,95.1182314913,51.6142674754,57.37,
H001041,61.4139567815,50.2291336053,94.4883258772,45.675344857,64.37,
H001042,54.9382890313,54.2223900951,83.9374068422,46.9790107977,51.16,
H001045,49.0257228245,50.471714607,97.7953303509,52.048822789,55.67,
H001046,50.715027455,51.2927579975,93.5434674562,47.4135661112,50.46,
H001047,48.7441720527,52.0205010026,98.5827123684,48.2826767383,54.58,
H001048,52.5451074714,50.117173143,95.2757078948,55.3804135261,61.34,
H001049,63.8071383414,45.5641143415,98.2677595614,46.5444554841,65.64,
H001050,46.3509904928,47.766003434,91.1813214036,51.0348603907,42.39,
H001051,48.8849474386,55.3979749496,92.2836562281,53.642192272,59.00,
H001052,47.7587443516,51.3673983057,98.2677595614,47.8481214247,51.31,
H001053,46.6325412646,52.151121542,95.4331842983,51.9039710178,52.03,
H001054,45.5063381776,43.6048062507,98.7401887719,61.753891458,50.65,
H001055,50.5742520691,50.13583322,98.2677595614,49.8760462213,55.79,
H001056,46.3509904928,46.3478375778,79.0556383335,54.511302899,34.30,
H001057,50.0111505256,50.1544932971,98.7401887719,46.3996037129,51.90,
H001058,50.4334766832,51.8339002321,96.8504719298,49.2966391365,56.14,
H001059,49.3072735962,50.8262560711,98.5827123684,51.0348603907,56.42,
H001060,47.336418194,45.8253554203,96.5355191228,52.4833781025,46.42,
H001061,50.5742520691,47.075580583,99.370094386,45.9650483994,48.71,
H001062,46.7733166505,42.6344822438,99.685047193,62.7678538563,53.10,
H001063,49.7295997539,52.7482440078,96.2205663158,49.8760462213,56.41,
H001064,46.9140920364,51.0408469572,96.3780427193,48.7172320518,48.88,
H001065,46.7029289575,46.7023790419,98.4252359649,56.3943759244,51.43,
H001066,46.9140920364,46.0586063835,75.4336810528,50.0208979924,28.51,
H001067,48.392233588,49.3054597911,91.6537506141,54.6561546702,49.50,
H001068,50.715027455,62.7687053864,96.2205663158,46.9790107977,70.28,
H001069,49.8703751397,48.1858551678,99.2126179825,47.1238625688,49.92,
H001070,48.1810705092,46.0306162679,99.8425235965,46.3996037129,45.52,
H001071,47.7587443516,47.0382604289,97.9528067544,44.6613824588,43.46,
H001072,46.0694397211,46.8703197354,99.5275707895,44.80623423,42.65,
H001073,47.336418194,45.3028732627,99.370094386,55.2355617549,50.04,
I000024,55.0790644171,50.3970742988,90.8663685966,45.0959377723,50.67,
I000055,50.715027455,50.7329556858,97.7953303509,48.4275285095,54.97,
I000056,55.6421659606,46.4784581172,96.8504719298,56.3943759244,63.15,
I000057,60.9916306239,56.4056191106,97.3229011404,50.3106015348,80.78,
J000032,64.5110152708,60.1189744446,83.3075012282,47.8481214247,75.04,
J000126,49.7295997539,52.3937025437,92.9135618422,50.8900086195,53.53,
J000174,55.6421659606,49.109528982,90.8663685966,53.0627851872,57.68,
J000177,48.6033966669,46.5344383484,98.7401887719,46.3996037129,45.74,
J000255,53.8120859443,67.0978432632,91.9687034211,46.8341590265,77.15,
J000283,44.8024612482,49.5573708313,55.5916542108,45.5304930859,11.80,
J000285,46.210215107,43.6048062507,87.7168405264,49.1517873654,33.53,
J000288,49.8703751397,57.2453225781,92.2836562281,47.7032696536,57.27,
J000289,46.0694397211,47.3554817388,96.8504719298,50.0208979924,45.11,
J000290,50.9965782267,54.2410501722,98.1102831579,50.0208979924,62.70,
J000291,49.4480489821,47.5607425864,98.2677595614,47.5584178824,48.36,
J000292,49.3072735962,58.7941089736,99.685047193,50.0208979924,68.68,
J000293,49.7295997539,46.5530984254,98.8976651754,46.6893072553,47.36,
J000294,50.2927012974,50.7049655702,96.0630899123,52.048822789,56.20,
J000295,45.6471135635,54.0357893246,96.8504719298,50.0208979924,52.93,
J000296,56.2052675041,60.6414566021,98.5827123684,49.2966391365,80.19,
J000297,44.8024612482,44.5751302576,96.2205663158,46.3996037129,37.35,
K000009,50.2927012974,55.1180737938,92.5986090351,47.8481214247,55.14,
K000148,57.8945721346,44.5564701805,90.393939386,45.5304930859,47.05,
K000172,45.9286643352,45.4708139562,98.8976651754,49.2966391365,43.82,
K000188,53.6713105584,54.0544494016,94.0158966667,49.5863426789,61.89,
K000210,54.7975136454,56.3496388794,96.5355191228,53.2076369584,73.38,
K000220,48.7441720527,47.2995015076,88.8191753509,50.8900086195,42.68,
K000305,49.7295997539,42.3732411651,94.6458022807,47.8481214247,40.33,
K000336,46.7733166505,46.8703197354,91.3387978071,44.6613824588,37.19,
K000352,45.6471135635,42.7464427062,98.2677595614,47.1238625688,38.33,
K000360,58.0353475205,50.1544932971,57.3238946494,47.7032696536,30.31,
K000362,51.4189043844,49.464070446,93.7009438597,47.9929731959,49.62,
K000363,48.1810705092,52.822884316,99.685047193,51.4694157042,59.31,
K000367,70.7051322493,55.5099354119,99.5275707895,46.6893072553,92.81,
K000368,48.0402951234,50.6396553005,90.708892193,48.4275285095,45.22,
K000369,47.7587443516,46.2918573467,98.1102831579,48.862083823,45.89,
K000375,46.4917658787,53.4573269359,95.9056135088,47.8481214247,50.16,
K000376,49.3072735962,53.5692873982,99.5275707895,49.7311944501,60.24,
K000378,48.3218458951,50.8822363022,97.9528067544,51.6142674754,54.94,
K000379,46.4917658787,50.45305453,93.3859910527,49.4414909077,46.04,
K000380,48.392233588,49.0535487508,97.1654247369,49.4414909077,49.44,
K000381,52.4043320855,57.2546526166,98.7401887719,48.4275285095,68.48,
K000382,47.7587443516,58.8500892048,98.2677595614,46.9790107977,61.86,
K000383,49.8703751397,49.1375190976,N/A,45.675344857,11.85,
K000384,49.8703751397,46.6184086951,99.2126179825,45.8201966282,47.18,
K000385,49.8703751397,50.5370248767,92.4411326316,45.675344857,46.40,
K000386,51.5596797702,50.117173143,99.370094386,48.4275285095,56.92,
K000387,46.9140920364,46.3105174237,97.3229011404,49.0069355942,44.47,
K000388,44.8024612482,43.3435651719,90.2364629825,45.2407895435,30.60,
L000111,48.7441720527,49.799951833,98.7401887719,50.8900086195,54.00,
L000123,55.9237167324,45.4708139562,61.7332339476,45.2407895435,24.12,
L000174,58.598449064,49.799951833,98.5827123684,46.3996037129,64.32,
L000261,58.8799998358,44.4071895641,99.685047193,49.4414909077,60.73,
L000263,47.336418194,49.8372719872,99.055141579,53.2076369584,54.59,
L000274,44.3801350906,42.1306601634,75.7486338598,74.6456990931,39.96,
L000287,52.1227813137,56.8161408058,85.0397416668,47.4135661112,52.38,
L000304,52.5451074714,43.5674860966,N/A,49.0069355942,10.90,
L000397,50.9965782267,60.5294961398,93.3859910527,47.8481214247,65.29,
L000480,51.1373536126,51.7219397697,97.0079483334,51.9039710178,59.86,
L000491,46.4917658787,46.1425767302,97.9528067544,53.0627851872,47.33,
L000504,46.4917658787,42.2239605486,99.055141579,49.7311944501,41.24,
L000517,47.8995197375,43.8100670983,98.7401887719,58.8568560344,51.67,
L000550,57.8945721346,47.766003434,96.5355191228,49.2966391365,61.01,
L000551,56.9091444335,68.8332304293,90.078986579,45.8201966282,81.58,
L000553,46.4917658787,44.1272884083,93.3859910527,50.3106015348,39.56,
L000554,48.3218458951,50.0798529889,99.8425235965,51.4694157042,55.49,
L000557,49.1664982104,53.17742578,93.3859910527,48.4275285095,51.84,
L000559,50.2927012974,54.3156904804,97.1654247369,47.9929731959,58.71,
