Time Period,M1Supply,M2Supply,Imports,Exports,TradeBal,FedFunds,UnempRate,LaborForcePart,NumEmploy,NumUnEmploy,WeeksUnEmploy,
2012-09,2351.8,10132.7,228711,188647,-40064,0.14,7.8,63.6,142953,12106,39.7,
2012-10,2410,10212.7,226029,182988,-43041,0.16,7.8,63.7,143350,12141,39.9,
2012-11,2410.2,10310.3,232414,185747,-46667,0.16,7.7,63.6,143279,12026,39.0,
2012-12,2505.4,10498.4,227661,189591,-38070,0.16,7.9,63.7,143280,12272,37.8,
2013-01,2477.8,10473.6,229699,188110,-41589,0.14,8.0,63.7,143328,12497,35.5,
2013-02,2451.9,10447,231666,188913,-42754,0.15,7.7,63.5,143429,11967,36.7,
2013-03,2493,10593.4,224264,186740,-37524,0.14,7.5,63.3,143374,11653,36.9,
2013-04,2538.3,10621.9,227824,188060,-39764,0.15,7.6,63.4,143665,11735,36.5,
2013-05,2514.9,10544.7,231340,187476,-43864,0.11,7.5,63.4,143890,11671,36.9,
2013-06,2519.6,10609.2,227239,189611,-37628,0.09,7.5,63.4,144025,11736,35.9,
2013-07,2539.7,10648.1,229039,189275,-39764,0.09,7.3,63.3,144275,11357,37.1,
2013-08,2533.4,10703.1,229998,190037,-39960,0.08,7.2,63.2,144288,11241,37.4,
2013-09,2550.3,10770.4,232533,190103,-42430,0.08,7.2,63.2,144297,11251,37.2,
2013-10,2614.7,10896.4,233475,193571,-39904,0.09,7.2,62.8,143453,11161,35.5,
2013-11,2601.5,10940.4,230826,195062,-35764,0.08,7.0,63.0,144490,10814,36.8,
2013-12,2711.8,11067.3,230428,192979,-37449,0.09,6.7,62.8,144671,10376,36.8,
2014-01,2697.5,11064,232341,192879,-39462,0.07,6.6,63.0,145206,10280,35.3,
2014-02,2701.7,11115.4,232330,189495,-42835,0.07,6.7,63.0,145301,10387,36.9,
2014-03,2768.7,11240.3,237881,194759,-43121,0.08,6.6,63.2,145796,10384,35.2,
2014-04,2805.2,11293.6,239295,195024,-44271,0.09,6.2,62.8,145724,9696,34.8,
2014-05,2777.7,11236.7,239340,197269,-42070,0.09,6.3,62.8,145868,9761,34.3,
2014-06,2820.2,11298.5,237950,195579,-42371,0.1,6.1,62.8,146247,9453,33.3,
2014-07,2837.4,11353.4,238317,196907,-41411,0.09,6.2,62.9,146401,9648,32.5,
2014-08,2786.1,11385.4,238578,197303,-41275,0.09,6.1,62.9,146451,9568,31.9,
2014-09,2831.1,11436,238239,195053,-43186,0.09,5.9,62.7,146607,9237,31.8,
2014-10,2860.4,11501.8,240513,197759,-42753,0.09,5.7,62.8,147260,8983,32.9,
2014-11,2856,11577.6,236222,196201,-40021,0.09,5.8,62.9,147331,9071,33.0,
2014-12,2985.2,11722.7,240524,194975,-45549,0.12,5.6,62.7,147442,8688,32.8,
2015-01,2944.6,11729.6,232613,189025,-43588,0.11,5.7,62.9,148201,8979,32.3,
2015-02,2976.1,11819.3,224427,185889,-38537,0.11,5.5,62.8,148297,8705,31.7,
2015-03,3019.7,11929.5,238928,186765,-52163,0.11,5.5,62.7,148331,8575,30.7,
2015-04,3032.9,11980.2,231399,189142,-42258,0.12,5.4,62.8,148523,8549,30.8,
2015-05,2973.9,11882.8,230398,187863,-42535,0.12,5.5,62.9,148795,8674,30.7,
2015-06,3018.1,11936.8,232896,187690,-45205,0.13,5.3,62.6,148739,8299,28.1,
2015-07,3037.2,11992.1,230615,188807,-41807,0.13,5.3,62.6,148840,8266,28.3,
2015-08,3022.1,12057.2,232956,184938,-48017,0.14,5.1,62.6,149036,8029,28.4,
2015-09,3019.9,12136.2,228708,187896,-40812,0.14,5.1,62.4,148800,7915,26.3,
2015-10,3023.7,12176.1,,,,0.12,5.0,62.4,149120,7908,28.0,
,,,,,,,,,,,,
